lounge_id,capacity,day_num,day_of_week,is_weekend,hour,season,flight_delay,has_major_event,occupancy_pct
Lounge_A,182,2,Wednesday,0,4,spring,0,0,4.6
Lounge_A,182,2,Wednesday,0,5,spring,0,0,17.36
Lounge_A,182,2,Wednesday,0,6,spring,0,0,81.79
Lounge_A,182,2,Wednesday,0,7,spring,0,0,91.14
Lounge_A,182,2,Wednesday,0,8,spring,0,0,79.39
Lounge_A,182,2,Wednesday,0,9,spring,0,0,74.12
Lounge_A,182,2,Wednesday,0,10,spring,0,0,43.61
Lounge_A,182,2,Wednesday,0,11,spring,0,0,60.23
Lounge_A,182,2,Wednesday,0,12,spring,0,0,65.87
Lounge_A,182,2,Wednesday,0,13,spring,0,0,59.72
Lounge_A,182,2,Wednesday,0,14,spring,0,0,65.61
Lounge_A,182,2,Wednesday,0,15,spring,0,0,34.88
Lounge_A,182,2,Wednesday,0,16,spring,0,0,41.94
Lounge_A,182,2,Wednesday,0,17,spring,0,0,76.33
Lounge_A,182,2,Wednesday,0,18,spring,0,0,77.05
Lounge_A,182,2,Wednesday,0,19,spring,0,0,70.66
Lounge_A,182,2,Wednesday,0,20,spring,0,0,73.7
Lounge_A,182,2,Wednesday,0,21,spring,0,0,33.99
Lounge_A,182,2,Wednesday,0,22,spring,0,0,28.36
Lounge_A,182,2,Wednesday,0,23,spring,0,0,25.32
Lounge_A,182,3,Thursday,0,0,spring,0,0,17.0
Lounge_A,182,3,Thursday,0,1,spring,0,0,18.46
Lounge_A,182,3,Thursday,0,2,spring,0,0,8.15
Lounge_A,182,3,Thursday,0,3,spring,0,0,7.13
Lounge_A,182,3,Thursday,0,4,spring,1,0,26.13
Lounge_A,182,3,Thursday,0,5,spring,0,0,4.83
Lounge_A,182,3,Thursday,0,6,spring,0,0,66.66
Lounge_A,182,3,Thursday,0,7,spring,0,0,83.08
Lounge_A,182,3,Thursday,0,8,spring,0,0,66.22
Lounge_A,182,3,Thursday,0,9,spring,1,0,88.43
Lounge_A,182,3,Thursday,0,10,spring,0,0,43.28
Lounge_A,182,3,Thursday,0,11,spring,0,0,45.14
Lounge_A,182,3,Thursday,0,12,spring,0,0,77.21
Lounge_A,182,3,Thursday,0,13,spring,0,0,76.62
Lounge_A,182,3,Thursday,0,14,spring,0,0,75.68
Lounge_A,182,3,Thursday,0,15,spring,0,0,51.52
Lounge_A,182,3,Thursday,0,16,spring,0,0,41.02
Lounge_A,182,3,Thursday,0,17,spring,0,0,93.47
Lounge_A,182,3,Thursday,0,18,spring,1,0,94.15
Lounge_A,182,3,Thursday,0,19,spring,0,0,86.11
Lounge_A,182,3,Thursday,0,20,spring,0,0,77.47
Lounge_A,182,3,Thursday,0,21,spring,0,0,44.31
Lounge_A,182,3,Thursday,0,22,spring,0,0,34.61
Lounge_A,182,3,Thursday,0,23,spring,0,0,37.59
Lounge_A,182,4,Friday,0,0,spring,0,0,14.68
Lounge_A,182,4,Friday,0,1,spring,0,0,8.61
Lounge_A,182,4,Friday,0,2,spring,1,0,24.34
Lounge_A,182,4,Friday,0,3,spring,0,0,18.82
Lounge_A,182,4,Friday,0,4,spring,1,0,24.52
Lounge_A,182,4,Friday,0,5,spring,0,0,14.75
Lounge_A,182,4,Friday,0,6,spring,0,0,76.9
Lounge_A,182,4,Friday,0,7,spring,0,0,71.65
Lounge_A,182,4,Friday,0,8,spring,0,0,96.16
Lounge_A,182,4,Friday,0,9,spring,0,0,86.54
Lounge_A,182,4,Friday,0,10,spring,0,0,54.62
Lounge_A,182,4,Friday,0,11,spring,0,0,54.15
Lounge_A,182,4,Friday,0,12,spring,0,0,77.24
Lounge_A,182,4,Friday,0,13,spring,0,0,63.56
Lounge_A,182,4,Friday,0,14,spring,0,0,61.97
Lounge_A,182,4,Friday,0,15,spring,0,0,51.21
Lounge_A,182,4,Friday,0,16,spring,0,0,51.89
Lounge_A,182,4,Friday,0,17,spring,0,0,78.48
Lounge_A,182,4,Friday,0,18,spring,0,0,97.7
Lounge_A,182,4,Friday,0,19,spring,0,0,75.91
Lounge_A,182,4,Friday,0,20,spring,0,0,82.3
Lounge_A,182,4,Friday,0,21,spring,0,0,29.39
Lounge_A,182,4,Friday,0,22,spring,0,0,39.13
Lounge_A,182,4,Friday,0,23,spring,0,0,26.87
Lounge_A,182,5,Saturday,1,0,spring,0,0,6.55
Lounge_A,182,5,Saturday,1,1,spring,0,0,8.89
Lounge_A,182,5,Saturday,1,2,spring,0,0,5.83
Lounge_A,182,5,Saturday,1,3,spring,0,0,11.98
Lounge_A,182,5,Saturday,1,4,spring,0,0,9.14
Lounge_A,182,5,Saturday,1,5,spring,0,0,9.54
Lounge_A,182,5,Saturday,1,6,spring,1,0,57.97
Lounge_A,182,5,Saturday,1,7,spring,0,0,73.76
Lounge_A,182,5,Saturday,1,8,spring,0,0,62.7
Lounge_A,182,5,Saturday,1,9,spring,0,0,54.92
Lounge_A,182,5,Saturday,1,10,spring,0,0,34.74
Lounge_A,182,5,Saturday,1,11,spring,1,0,66.06
Lounge_A,182,5,Saturday,1,12,spring,0,0,55.91
Lounge_A,182,5,Saturday,1,13,spring,0,0,66.82
Lounge_A,182,5,Saturday,1,14,spring,0,0,49.98
Lounge_A,182,5,Saturday,1,15,spring,0,0,43.35
Lounge_A,182,5,Saturday,1,16,spring,1,0,52.29
Lounge_A,182,5,Saturday,1,17,spring,0,0,60.75
Lounge_A,182,5,Saturday,1,18,spring,0,0,65.33
Lounge_A,182,5,Saturday,1,19,spring,0,0,76.77
Lounge_A,182,5,Saturday,1,20,spring,0,0,67.07
Lounge_A,182,5,Saturday,1,21,spring,0,0,19.72
Lounge_A,182,5,Saturday,1,22,spring,1,0,36.09
Lounge_A,182,5,Saturday,1,23,spring,1,0,44.67
Lounge_A,182,6,Sunday,1,0,spring,0,0,18.96
Lounge_A,182,6,Sunday,1,1,spring,0,0,8.3
Lounge_A,182,6,Sunday,1,2,spring,1,0,36.26
Lounge_A,182,6,Sunday,1,3,spring,0,0,8.76
Lounge_A,182,6,Sunday,1,4,spring,0,0,12.08
Lounge_A,182,6,Sunday,1,5,spring,0,0,10.29
Lounge_A,182,6,Sunday,1,6,spring,0,0,69.54
Lounge_A,182,6,Sunday,1,7,spring,0,0,67.27
Lounge_A,182,6,Sunday,1,8,spring,0,0,60.98
Lounge_A,182,6,Sunday,1,9,spring,0,0,62.03
Lounge_A,182,6,Sunday,1,10,spring,0,0,41.45
Lounge_A,182,6,Sunday,1,11,spring,1,0,75.93
Lounge_A,182,6,Sunday,1,12,spring,0,0,63.35
Lounge_A,182,6,Sunday,1,13,spring,0,0,56.45
Lounge_A,182,6,Sunday,1,14,spring,0,0,56.87
Lounge_A,182,6,Sunday,1,15,spring,0,0,39.14
Lounge_A,182,6,Sunday,1,16,spring,0,0,37.96
Lounge_A,182,6,Sunday,1,17,spring,1,0,67.67
Lounge_A,182,6,Sunday,1,18,spring,0,0,69.3
Lounge_A,182,6,Sunday,1,19,spring,0,0,84.77
Lounge_A,182,6,Sunday,1,20,spring,0,0,68.17
Lounge_A,182,6,Sunday,1,21,spring,0,0,34.63
Lounge_A,182,6,Sunday,1,22,spring,0,0,33.54
Lounge_A,182,6,Sunday,1,23,spring,0,0,34.38
Lounge_A,182,7,Monday,0,0,spring,0,0,7.82
Lounge_A,182,7,Monday,0,1,spring,0,0,7.7
Lounge_A,182,7,Monday,0,2,spring,0,0,19.09
Lounge_A,182,7,Monday,0,3,spring,0,0,16.18
Lounge_A,182,7,Monday,0,4,spring,0,0,15.06
Lounge_A,182,7,Monday,0,5,spring,0,0,10.06
Lounge_A,182,7,Monday,0,6,spring,0,0,69.37
Lounge_A,182,7,Monday,0,7,spring,0,0,82.05
Lounge_A,182,7,Monday,0,8,spring,1,0,99.54
Lounge_A,182,7,Monday,0,9,spring,0,0,88.96
Lounge_A,182,7,Monday,0,10,spring,0,0,44.84
Lounge_A,182,7,Monday,0,11,spring,0,0,54.44
Lounge_A,182,7,Monday,0,12,spring,0,0,61.27
Lounge_A,182,7,Monday,0,13,spring,1,0,99.8
Lounge_A,182,7,Monday,0,14,spring,1,0,73.62
Lounge_A,182,7,Monday,0,15,spring,0,0,49.52
Lounge_A,182,7,Monday,0,16,spring,0,0,40.53
Lounge_A,182,7,Monday,0,17,spring,0,0,80.27
Lounge_A,182,7,Monday,0,18,spring,0,0,77.95
Lounge_A,182,7,Monday,0,19,spring,0,0,86.54
Lounge_A,182,7,Monday,0,20,spring,0,0,86.42
Lounge_A,182,7,Monday,0,21,spring,0,0,40.26
Lounge_A,182,7,Monday,0,22,spring,0,0,19.45
Lounge_A,182,7,Monday,0,23,spring,0,0,27.89
Lounge_A,182,8,Tuesday,0,0,spring,0,0,12.53
Lounge_A,182,8,Tuesday,0,1,spring,0,0,9.02
Lounge_A,182,8,Tuesday,0,2,spring,0,0,17.79
Lounge_A,182,8,Tuesday,0,3,spring,0,0,10.23
Lounge_A,182,8,Tuesday,0,4,spring,0,0,16.06
Lounge_A,182,8,Tuesday,0,5,spring,1,0,25.73
Lounge_A,182,8,Tuesday,0,6,spring,0,0,83.22
Lounge_A,182,8,Tuesday,0,7,spring,0,0,95.45
Lounge_A,182,8,Tuesday,0,8,spring,0,0,75.84
Lounge_A,182,8,Tuesday,0,9,spring,0,0,81.11
Lounge_A,182,8,Tuesday,0,10,spring,0,0,61.51
Lounge_A,182,8,Tuesday,0,11,spring,0,0,64.97
Lounge_A,182,8,Tuesday,0,12,spring,0,0,70.7
Lounge_A,182,8,Tuesday,0,13,spring,0,0,61.38
Lounge_A,182,8,Tuesday,0,14,spring,0,0,63.36
Lounge_A,182,8,Tuesday,0,15,spring,0,0,57.49
Lounge_A,182,8,Tuesday,0,16,spring,0,0,39.44
Lounge_A,182,8,Tuesday,0,17,spring,0,0,88.06
Lounge_A,182,8,Tuesday,0,18,spring,1,0,100.0
Lounge_A,182,8,Tuesday,0,19,spring,0,0,79.99
Lounge_A,182,8,Tuesday,0,20,spring,0,0,91.71
Lounge_A,182,8,Tuesday,0,21,spring,0,0,39.01
Lounge_A,182,8,Tuesday,0,22,spring,0,0,39.42
Lounge_A,182,8,Tuesday,0,23,spring,1,0,57.43
Lounge_A,182,9,Wednesday,0,0,spring,0,0,5.01
Lounge_A,182,9,Wednesday,0,1,spring,0,0,15.75
Lounge_A,182,9,Wednesday,0,2,spring,0,0,16.26
Lounge_A,182,9,Wednesday,0,3,spring,0,0,9.48
Lounge_A,182,9,Wednesday,0,4,spring,1,0,28.95
Lounge_A,182,9,Wednesday,0,5,spring,0,0,22.52
Lounge_A,182,9,Wednesday,0,6,spring,0,0,81.79
Lounge_A,182,9,Wednesday,0,7,spring,0,0,76.02
Lounge_A,182,9,Wednesday,0,8,spring,0,0,94.94
Lounge_A,182,9,Wednesday,0,9,spring,0,0,76.46
Lounge_A,182,9,Wednesday,0,10,spring,0,0,53.71
Lounge_A,182,9,Wednesday,0,11,spring,0,0,36.52
Lounge_A,182,9,Wednesday,0,12,spring,0,0,59.67
Lounge_A,182,9,Wednesday,0,13,spring,0,0,72.11
Lounge_A,182,9,Wednesday,0,14,spring,0,0,80.44
Lounge_A,182,9,Wednesday,0,15,spring,0,0,54.16
Lounge_A,182,9,Wednesday,0,16,spring,1,0,67.83
Lounge_A,182,9,Wednesday,0,17,spring,0,0,93.01
Lounge_A,182,9,Wednesday,0,18,spring,0,0,73.5
Lounge_A,182,9,Wednesday,0,19,spring,0,0,75.32
Lounge_A,182,9,Wednesday,0,20,spring,0,0,73.55
Lounge_A,182,9,Wednesday,0,21,spring,0,0,36.31
Lounge_A,182,9,Wednesday,0,22,spring,0,0,42.8
Lounge_A,182,9,Wednesday,0,23,spring,0,0,37.7
Lounge_A,182,10,Thursday,0,0,spring,0,0,12.49
Lounge_A,182,10,Thursday,0,1,spring,1,0,25.19
Lounge_A,182,10,Thursday,0,2,spring,1,0,26.56
Lounge_A,182,10,Thursday,0,3,spring,0,0,4.32
Lounge_A,182,10,Thursday,0,4,spring,0,0,10.72
Lounge_A,182,10,Thursday,0,5,spring,0,0,13.97
Lounge_A,182,10,Thursday,0,6,spring,0,0,89.93
Lounge_A,182,10,Thursday,0,7,spring,1,0,97.58
Lounge_A,182,10,Thursday,0,8,spring,0,0,95.64
Lounge_A,182,10,Thursday,0,9,spring,0,0,99.38
Lounge_A,182,10,Thursday,0,10,spring,1,0,81.51
Lounge_A,182,10,Thursday,0,11,spring,0,0,45.22
Lounge_A,182,10,Thursday,0,12,spring,0,0,61.85
Lounge_A,182,10,Thursday,0,13,spring,0,0,74.28
Lounge_A,182,10,Thursday,0,14,spring,0,0,68.96
Lounge_A,182,10,Thursday,0,15,spring,0,0,49.06
Lounge_A,182,10,Thursday,0,16,spring,1,0,75.99
Lounge_A,182,10,Thursday,0,17,spring,0,0,82.0
Lounge_A,182,10,Thursday,0,18,spring,1,0,94.17
Lounge_A,182,10,Thursday,0,19,spring,0,0,84.72
Lounge_A,182,10,Thursday,0,20,spring,0,0,86.43
Lounge_A,182,10,Thursday,0,21,spring,0,0,22.02
Lounge_A,182,10,Thursday,0,22,spring,0,0,43.66
Lounge_A,182,10,Thursday,0,23,spring,0,0,39.11
Lounge_A,182,11,Friday,0,0,spring,0,0,15.74
Lounge_A,182,11,Friday,0,1,spring,0,0,7.51
Lounge_A,182,11,Friday,0,2,spring,0,0,17.92
Lounge_A,182,11,Friday,0,3,spring,1,0,33.63
Lounge_A,182,11,Friday,0,4,spring,0,0,19.24
Lounge_A,182,11,Friday,0,5,spring,1,0,23.95
Lounge_A,182,11,Friday,0,6,spring,1,0,88.39
Lounge_A,182,11,Friday,0,7,spring,0,0,70.72
Lounge_A,182,11,Friday,0,8,spring,0,0,74.81
Lounge_A,182,11,Friday,0,9,spring,0,0,71.89
Lounge_A,182,11,Friday,0,10,spring,0,0,55.89
Lounge_A,182,11,Friday,0,11,spring,0,0,45.78
Lounge_A,182,11,Friday,0,12,spring,0,0,66.23
Lounge_A,182,11,Friday,0,13,spring,0,0,62.35
Lounge_A,182,11,Friday,0,14,spring,0,0,56.87
Lounge_A,182,11,Friday,0,15,spring,0,0,52.18
Lounge_A,182,11,Friday,0,16,spring,0,0,52.89
Lounge_A,182,11,Friday,0,17,spring,0,0,76.24
Lounge_A,182,11,Friday,0,18,spring,0,0,77.15
Lounge_A,182,11,Friday,0,19,spring,0,0,98.87
Lounge_A,182,11,Friday,0,20,spring,0,0,80.8
Lounge_A,182,11,Friday,0,21,spring,0,0,43.92
Lounge_A,182,11,Friday,0,22,spring,0,0,30.25
Lounge_A,182,11,Friday,0,23,spring,0,0,21.38
Lounge_A,182,12,Saturday,1,0,spring,0,0,8.87
Lounge_A,182,12,Saturday,1,1,spring,0,0,4.63
Lounge_A,182,12,Saturday,1,2,spring,0,0,6.97
Lounge_A,182,12,Saturday,1,3,spring,0,0,11.11
Lounge_A,182,12,Saturday,1,4,spring,0,0,11.89
Lounge_A,182,12,Saturday,1,5,spring,0,0,15.88
Lounge_A,182,12,Saturday,1,6,spring,0,0,50.67
Lounge_A,182,12,Saturday,1,7,spring,1,0,89.04
Lounge_A,182,12,Saturday,1,8,spring,0,0,61.08
Lounge_A,182,12,Saturday,1,9,spring,1,0,85.79
Lounge_A,182,12,Saturday,1,10,spring,0,0,39.5
Lounge_A,182,12,Saturday,1,11,spring,0,0,46.24
Lounge_A,182,12,Saturday,1,12,spring,0,0,56.8
Lounge_A,182,12,Saturday,1,13,spring,0,0,53.43
Lounge_A,182,12,Saturday,1,14,spring,0,0,60.29
Lounge_A,182,12,Saturday,1,15,spring,0,0,34.65
Lounge_A,182,12,Saturday,1,16,spring,0,0,24.03
Lounge_A,182,12,Saturday,1,17,spring,0,0,62.54
Lounge_A,182,12,Saturday,1,18,spring,0,0,66.89
Lounge_A,182,12,Saturday,1,19,spring,0,0,74.59
Lounge_A,182,12,Saturday,1,20,spring,0,0,65.8
Lounge_A,182,12,Saturday,1,21,spring,0,0,26.45
Lounge_A,182,12,Saturday,1,22,spring,0,0,33.83
Lounge_A,182,12,Saturday,1,23,spring,0,0,33.2
Lounge_A,182,13,Sunday,1,0,spring,1,0,22.74
Lounge_A,182,13,Sunday,1,1,spring,0,0,6.97
Lounge_A,182,13,Sunday,1,2,spring,0,0,8.43
Lounge_A,182,13,Sunday,1,3,spring,0,0,9.85
Lounge_A,182,13,Sunday,1,4,spring,0,0,15.41
Lounge_A,182,13,Sunday,1,5,spring,0,0,4.41
Lounge_A,182,13,Sunday,1,6,spring,0,0,59.94
Lounge_A,182,13,Sunday,1,7,spring,0,0,72.66
Lounge_A,182,13,Sunday,1,8,spring,0,0,59.31
Lounge_A,182,13,Sunday,1,9,spring,0,0,51.53
Lounge_A,182,13,Sunday,1,10,spring,0,0,36.07
Lounge_A,182,13,Sunday,1,11,spring,0,0,38.21
Lounge_A,182,13,Sunday,1,12,spring,0,0,46.15
Lounge_A,182,13,Sunday,1,13,spring,0,0,43.81
Lounge_A,182,13,Sunday,1,14,spring,0,0,51.19
Lounge_A,182,13,Sunday,1,15,spring,0,0,33.72
Lounge_A,182,13,Sunday,1,16,spring,0,0,34.98
Lounge_A,182,13,Sunday,1,17,spring,0,0,84.58
Lounge_A,182,13,Sunday,1,18,spring,0,0,71.47
Lounge_A,182,13,Sunday,1,19,spring,0,0,72.35
Lounge_A,182,13,Sunday,1,20,spring,0,0,60.94
Lounge_A,182,13,Sunday,1,21,spring,0,0,31.68
Lounge_A,182,13,Sunday,1,22,spring,0,0,24.16
Lounge_A,182,13,Sunday,1,23,spring,0,0,29.43
Lounge_A,182,14,Monday,0,0,spring,0,0,9.12
Lounge_A,182,14,Monday,0,1,spring,0,0,15.82
Lounge_A,182,14,Monday,0,2,spring,0,0,22.64
Lounge_A,182,14,Monday,0,3,spring,0,0,4.93
Lounge_A,182,14,Monday,0,4,spring,0,0,13.74
Lounge_A,182,14,Monday,0,5,spring,0,0,15.77
Lounge_A,182,14,Monday,0,6,spring,0,0,84.91
Lounge_A,182,14,Monday,0,7,spring,0,0,71.15
Lounge_A,182,14,Monday,0,8,spring,0,0,73.12
Lounge_A,182,14,Monday,0,9,spring,0,0,88.41
Lounge_A,182,14,Monday,0,10,spring,0,0,56.84
Lounge_A,182,14,Monday,0,11,spring,0,0,50.66
Lounge_A,182,14,Monday,0,12,spring,0,0,56.47
Lounge_A,182,14,Monday,0,13,spring,1,0,95.84
Lounge_A,182,14,Monday,0,14,spring,1,0,83.02
Lounge_A,182,14,Monday,0,15,spring,0,0,48.16
Lounge_A,182,14,Monday,0,16,spring,0,0,46.18
Lounge_A,182,14,Monday,0,17,spring,0,0,78.14
Lounge_A,182,14,Monday,0,18,spring,0,0,90.88
Lounge_A,182,14,Monday,0,19,spring,0,0,80.64
Lounge_A,182,14,Monday,0,20,spring,0,0,83.17
Lounge_A,182,14,Monday,0,21,spring,0,0,23.8
Lounge_A,182,14,Monday,0,22,spring,0,0,32.97
Lounge_A,182,14,Monday,0,23,spring,0,0,36.39
Lounge_A,182,15,Tuesday,0,0,spring,0,0,5.86
Lounge_A,182,15,Tuesday,0,1,spring,0,0,9.51
Lounge_A,182,15,Tuesday,0,2,spring,0,0,14.46
Lounge_A,182,15,Tuesday,0,3,spring,0,0,12.58
Lounge_A,182,15,Tuesday,0,4,spring,0,0,13.08
Lounge_A,182,15,Tuesday,0,5,spring,0,0,14.35
Lounge_A,182,15,Tuesday,0,6,spring,0,0,66.0
Lounge_A,182,15,Tuesday,0,7,spring,0,0,91.89
Lounge_A,182,15,Tuesday,0,8,spring,0,0,75.08
Lounge_A,182,15,Tuesday,0,9,spring,0,0,71.98
Lounge_A,182,15,Tuesday,0,10,spring,0,0,39.68
Lounge_A,182,15,Tuesday,0,11,spring,0,0,43.24
Lounge_A,182,15,Tuesday,0,12,spring,0,0,75.33
Lounge_A,182,15,Tuesday,0,13,spring,0,0,58.4
Lounge_A,182,15,Tuesday,0,14,spring,0,0,66.3
Lounge_A,182,15,Tuesday,0,15,spring,0,0,36.05
Lounge_A,182,15,Tuesday,0,16,spring,0,0,43.28
Lounge_A,182,15,Tuesday,0,17,spring,0,0,82.0
Lounge_A,182,15,Tuesday,0,18,spring,0,0,92.25
Lounge_A,182,15,Tuesday,0,19,spring,0,0,84.09
Lounge_A,182,15,Tuesday,0,20,spring,0,0,87.3
Lounge_A,182,15,Tuesday,0,21,spring,0,0,24.28
Lounge_A,182,15,Tuesday,0,22,spring,0,0,23.89
Lounge_A,182,15,Tuesday,0,23,spring,0,0,43.77
Lounge_A,182,16,Wednesday,0,0,spring,0,0,6.6
Lounge_A,182,16,Wednesday,0,1,spring,0,0,18.45
Lounge_A,182,16,Wednesday,0,2,spring,0,0,9.97
Lounge_A,182,16,Wednesday,0,3,spring,0,0,18.74
Lounge_A,182,16,Wednesday,0,4,spring,0,0,14.99
Lounge_A,182,16,Wednesday,0,5,spring,0,0,4.8
Lounge_A,182,16,Wednesday,0,6,spring,0,0,77.34
Lounge_A,182,16,Wednesday,0,7,spring,0,0,87.04
Lounge_A,182,16,Wednesday,0,8,spring,0,0,65.17
Lounge_A,182,16,Wednesday,0,9,spring,0,0,73.98
Lounge_A,182,16,Wednesday,0,10,spring,0,0,41.94
Lounge_A,182,16,Wednesday,0,11,spring,0,0,58.97
Lounge_A,182,16,Wednesday,0,12,spring,0,0,66.28
Lounge_A,182,16,Wednesday,0,13,spring,0,0,65.9
Lounge_A,182,16,Wednesday,0,14,spring,0,0,59.92
Lounge_A,182,16,Wednesday,0,15,spring,0,0,49.79
Lounge_A,182,16,Wednesday,0,16,spring,0,0,42.78
Lounge_A,182,16,Wednesday,0,17,spring,0,0,67.09
Lounge_A,182,16,Wednesday,0,18,spring,0,0,86.2
Lounge_A,182,16,Wednesday,0,19,spring,0,0,79.92
Lounge_A,182,16,Wednesday,0,20,spring,0,0,93.42
Lounge_A,182,16,Wednesday,0,21,spring,1,0,65.13
Lounge_A,182,16,Wednesday,0,22,spring,0,0,41.25
Lounge_A,182,16,Wednesday,0,23,spring,0,0,28.06
Lounge_A,182,17,Thursday,0,0,spring,0,0,11.26
Lounge_A,182,17,Thursday,0,1,spring,0,0,17.27
Lounge_A,182,17,Thursday,0,2,spring,0,0,6.41
Lounge_A,182,17,Thursday,0,3,spring,1,0,33.4
Lounge_A,182,17,Thursday,0,4,spring,0,0,15.76
Lounge_A,182,17,Thursday,0,5,spring,0,0,17.11
Lounge_A,182,17,Thursday,0,6,spring,0,0,79.86
Lounge_A,182,17,Thursday,0,7,spring,0,0,82.84
Lounge_A,182,17,Thursday,0,8,spring,1,0,98.56
Lounge_A,182,17,Thursday,0,9,spring,0,0,75.37
Lounge_A,182,17,Thursday,0,10,spring,0,0,42.67
Lounge_A,182,17,Thursday,0,11,spring,0,0,54.8
Lounge_A,182,17,Thursday,0,12,spring,1,0,72.16
Lounge_A,182,17,Thursday,0,13,spring,0,0,62.53
Lounge_A,182,17,Thursday,0,14,spring,0,0,65.85
Lounge_A,182,17,Thursday,0,15,spring,0,0,37.64
Lounge_A,182,17,Thursday,0,16,spring,0,0,52.81
Lounge_A,182,17,Thursday,0,17,spring,0,0,83.18
Lounge_A,182,17,Thursday,0,18,spring,0,0,72.91
Lounge_A,182,17,Thursday,0,19,spring,0,0,76.76
Lounge_A,182,17,Thursday,0,20,spring,0,0,83.91
Lounge_A,182,17,Thursday,0,21,spring,0,0,25.35
Lounge_A,182,17,Thursday,0,22,spring,1,0,50.04
Lounge_A,182,17,Thursday,0,23,spring,0,0,35.21
Lounge_A,182,18,Friday,0,0,spring,0,0,16.9
Lounge_A,182,18,Friday,0,1,spring,0,0,7.43
Lounge_A,182,18,Friday,0,2,spring,0,0,18.43
Lounge_A,182,18,Friday,0,3,spring,0,0,13.05
Lounge_A,182,18,Friday,0,4,spring,1,0,41.72
Lounge_A,182,18,Friday,0,5,spring,0,0,15.96
Lounge_A,182,18,Friday,0,6,spring,0,0,75.98
Lounge_A,182,18,Friday,0,7,spring,0,0,84.02
Lounge_A,182,18,Friday,0,8,spring,1,0,74.13
Lounge_A,182,18,Friday,0,9,spring,0,0,75.52
Lounge_A,182,18,Friday,0,10,spring,0,0,53.82
Lounge_A,182,18,Friday,0,11,spring,0,0,42.61
Lounge_A,182,18,Friday,0,12,spring,0,0,53.26
Lounge_A,182,18,Friday,0,13,spring,0,0,71.43
Lounge_A,182,18,Friday,0,14,spring,0,0,71.24
Lounge_A,182,18,Friday,0,15,spring,0,0,46.36
